index,name,category,temporal_stat,description,source
549,temporal_mean_spatial_variance_y,Spatial Distribution,時間変化の平均,時間変化の平均: 空間分布: Y方向の分散（正規化）,OpenCV moments
550,temporal_mean_spatial_spread,Spatial Distribution,時間変化の平均,時間変化の平均: 空間分布: 広がり（正規化）,OpenCV moments
551,temporal_mean_spatial_quadrant_TL,Spatial Distribution,時間変化の平均,時間変化の平均: 空間分布: 左上象限の分布比率,OpenCV moments
552,temporal_mean_spatial_quadrant_TR,Spatial Distribution,時間変化の平均,時間変化の平均: 空間分布: 右上象限の分布比率,OpenCV moments
553,temporal_mean_spatial_quadrant_BL,Spatial Distribution,時間変化の平均,時間変化の平均: 空間分布: 左下象限の分布比率,OpenCV moments
554,temporal_mean_spatial_quadrant_BR,Spatial Distribution,時間変化の平均,時間変化の平均: 空間分布: 右下象限の分布比率,OpenCV moments
555,temporal_std_color_hist_R_bin0,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Rチャンネルの色ヒストグラム（bin 0）,OpenCV calcHist
556,temporal_std_color_hist_R_bin1,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Rチャンネルの色ヒストグラム（bin 1）,OpenCV calcHist
557,temporal_std_color_hist_R_bin2,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Rチャンネルの色ヒストグラム（bin 2）,OpenCV calcHist
558,temporal_std_color_hist_R_bin3,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Rチャンネルの色ヒストグラム（bin 3）,OpenCV calcHist
559,temporal_std_color_hist_R_bin4,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Rチャンネルの色ヒストグラム（bin 4）,OpenCV calcHist
560,temporal_std_color_hist_R_bin5,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Rチャンネルの色ヒストグラム（bin 5）,OpenCV calcHist
561,temporal_std_color_hist_R_bin6,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Rチャンネルの色ヒストグラム（bin 6）,OpenCV calcHist
562,temporal_std_color_hist_R_bin7,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Rチャンネルの色ヒストグラム（bin 7）,OpenCV calcHist
563,temporal_std_color_hist_R_bin8,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Rチャンネルの色ヒストグラム（bin 8）,OpenCV calcHist
564,temporal_std_color_hist_R_bin9,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Rチャンネルの色ヒストグラム（bin 9）,OpenCV calcHist
565,temporal_std_color_hist_R_bin10,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Rチャンネルの色ヒストグラム（bin 10）,OpenCV calcHist
566,temporal_std_color_hist_R_bin11,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Rチャンネルの色ヒストグラム（bin 11）,OpenCV calcHist
567,temporal_std_color_hist_R_bin12,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Rチャンネルの色ヒストグラム（bin 12）,OpenCV calcHist
568,temporal_std_color_hist_R_bin13,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Rチャンネルの色ヒストグラム（bin 13）,OpenCV calcHist
569,temporal_std_color_hist_R_bin14,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Rチャンネルの色ヒストグラム（bin 14）,OpenCV calcHist
570,temporal_std_color_hist_R_bin15,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Rチャンネルの色ヒストグラム（bin 15）,OpenCV calcHist
571,temporal_std_color_hist_G_bin0,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Gチャンネルの色ヒストグラム（bin 0）,OpenCV calcHist
572,temporal_std_color_hist_G_bin1,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Gチャンネルの色ヒストグラム（bin 1）,OpenCV calcHist
573,temporal_std_color_hist_G_bin2,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Gチャンネルの色ヒストグラム（bin 2）,OpenCV calcHist
574,temporal_std_color_hist_G_bin3,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Gチャンネルの色ヒストグラム（bin 3）,OpenCV calcHist
575,temporal_std_color_hist_G_bin4,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Gチャンネルの色ヒストグラム（bin 4）,OpenCV calcHist
576,temporal_std_color_hist_G_bin5,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Gチャンネルの色ヒストグラム（bin 5）,OpenCV calcHist
577,temporal_std_color_hist_G_bin6,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Gチャンネルの色ヒストグラム（bin 6）,OpenCV calcHist
578,temporal_std_color_hist_G_bin7,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Gチャンネルの色ヒストグラム（bin 7）,OpenCV calcHist
579,temporal_std_color_hist_G_bin8,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Gチャンネルの色ヒストグラム（bin 8）,OpenCV calcHist
580,temporal_std_color_hist_G_bin9,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Gチャンネルの色ヒストグラム（bin 9）,OpenCV calcHist
581,temporal_std_color_hist_G_bin10,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Gチャンネルの色ヒストグラム（bin 10）,OpenCV calcHist
582,temporal_std_color_hist_G_bin11,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Gチャンネルの色ヒストグラム（bin 11）,OpenCV calcHist
583,temporal_std_color_hist_G_bin12,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Gチャンネルの色ヒストグラム（bin 12）,OpenCV calcHist
584,temporal_std_color_hist_G_bin13,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Gチャンネルの色ヒストグラム（bin 13）,OpenCV calcHist
585,temporal_std_color_hist_G_bin14,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Gチャンネルの色ヒストグラム（bin 14）,OpenCV calcHist
586,temporal_std_color_hist_G_bin15,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Gチャンネルの色ヒストグラム（bin 15）,OpenCV calcHist
587,temporal_std_color_hist_B_bin0,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Bチャンネルの色ヒストグラム（bin 0）,OpenCV calcHist
588,temporal_std_color_hist_B_bin1,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Bチャンネルの色ヒストグラム（bin 1）,OpenCV calcHist
589,temporal_std_color_hist_B_bin2,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Bチャンネルの色ヒストグラム（bin 2）,OpenCV calcHist
590,temporal_std_color_hist_B_bin3,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Bチャンネルの色ヒストグラム（bin 3）,OpenCV calcHist
591,temporal_std_color_hist_B_bin4,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Bチャンネルの色ヒストグラム（bin 4）,OpenCV calcHist
592,temporal_std_color_hist_B_bin5,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Bチャンネルの色ヒストグラム（bin 5）,OpenCV calcHist
593,temporal_std_color_hist_B_bin6,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Bチャンネルの色ヒストグラム（bin 6）,OpenCV calcHist
594,temporal_std_color_hist_B_bin7,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Bチャンネルの色ヒストグラム（bin 7）,OpenCV calcHist
595,temporal_std_color_hist_B_bin8,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Bチャンネルの色ヒストグラム（bin 8）,OpenCV calcHist
596,temporal_std_color_hist_B_bin9,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Bチャンネルの色ヒストグラム（bin 9）,OpenCV calcHist
597,temporal_std_color_hist_B_bin10,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Bチャンネルの色ヒストグラム（bin 10）,OpenCV calcHist
598,temporal_std_color_hist_B_bin11,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Bチャンネルの色ヒストグラム（bin 11）,OpenCV calcHist
599,temporal_std_color_hist_B_bin12,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Bチャンネルの色ヒストグラム（bin 12）,OpenCV calcHist
600,temporal_std_color_hist_B_bin13,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Bチャンネルの色ヒストグラム（bin 13）,OpenCV calcHist
601,temporal_std_color_hist_B_bin14,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Bチャンネルの色ヒストグラム（bin 14）,OpenCV calcHist
602,temporal_std_color_hist_B_bin15,Color Histogram,時間変化の標準偏差,時間変化の標準偏差: Bチャンネルの色ヒストグラム（bin 15）,OpenCV calcHist
603,temporal_std_hsv_hist_H_bin0,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: HueチャンネルのHSVヒストグラム（bin 0）,OpenCV calcHist
604,temporal_std_hsv_hist_H_bin1,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: HueチャンネルのHSVヒストグラム（bin 1）,OpenCV calcHist
605,temporal_std_hsv_hist_H_bin2,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: HueチャンネルのHSVヒストグラム（bin 2）,OpenCV calcHist
606,temporal_std_hsv_hist_H_bin3,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: HueチャンネルのHSVヒストグラム（bin 3）,OpenCV calcHist
607,temporal_std_hsv_hist_H_bin4,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: HueチャンネルのHSVヒストグラム（bin 4）,OpenCV calcHist
608,temporal_std_hsv_hist_H_bin5,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: HueチャンネルのHSVヒストグラム（bin 5）,OpenCV calcHist
609,temporal_std_hsv_hist_H_bin6,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: HueチャンネルのHSVヒストグラム（bin 6）,OpenCV calcHist
610,temporal_std_hsv_hist_H_bin7,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: HueチャンネルのHSVヒストグラム（bin 7）,OpenCV calcHist
611,temporal_std_hsv_hist_H_bin8,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: HueチャンネルのHSVヒストグラム（bin 8）,OpenCV calcHist
612,temporal_std_hsv_hist_H_bin9,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: HueチャンネルのHSVヒストグラム（bin 9）,OpenCV calcHist
613,temporal_std_hsv_hist_H_bin10,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: HueチャンネルのHSVヒストグラム（bin 10）,OpenCV calcHist
614,temporal_std_hsv_hist_H_bin11,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: HueチャンネルのHSVヒストグラム（bin 11）,OpenCV calcHist
615,temporal_std_hsv_hist_H_bin12,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: HueチャンネルのHSVヒストグラム（bin 12）,OpenCV calcHist
616,temporal_std_hsv_hist_H_bin13,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: HueチャンネルのHSVヒストグラム（bin 13）,OpenCV calcHist
617,temporal_std_hsv_hist_H_bin14,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: HueチャンネルのHSVヒストグラム（bin 14）,OpenCV calcHist
618,temporal_std_hsv_hist_H_bin15,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: HueチャンネルのHSVヒストグラム（bin 15）,OpenCV calcHist
619,temporal_std_hsv_hist_S_bin0,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: SaturationチャンネルのHSVヒストグラム（bin 0）,OpenCV calcHist
620,temporal_std_hsv_hist_S_bin1,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: SaturationチャンネルのHSVヒストグラム（bin 1）,OpenCV calcHist
621,temporal_std_hsv_hist_S_bin2,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: SaturationチャンネルのHSVヒストグラム（bin 2）,OpenCV calcHist
622,temporal_std_hsv_hist_S_bin3,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: SaturationチャンネルのHSVヒストグラム（bin 3）,OpenCV calcHist
623,temporal_std_hsv_hist_S_bin4,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: SaturationチャンネルのHSVヒストグラム（bin 4）,OpenCV calcHist
624,temporal_std_hsv_hist_S_bin5,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: SaturationチャンネルのHSVヒストグラム（bin 5）,OpenCV calcHist
625,temporal_std_hsv_hist_S_bin6,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: SaturationチャンネルのHSVヒストグラム（bin 6）,OpenCV calcHist
626,temporal_std_hsv_hist_S_bin7,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: SaturationチャンネルのHSVヒストグラム（bin 7）,OpenCV calcHist
627,temporal_std_hsv_hist_S_bin8,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: SaturationチャンネルのHSVヒストグラム（bin 8）,OpenCV calcHist
628,temporal_std_hsv_hist_S_bin9,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: SaturationチャンネルのHSVヒストグラム（bin 9）,OpenCV calcHist
629,temporal_std_hsv_hist_S_bin10,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: SaturationチャンネルのHSVヒストグラム（bin 10）,OpenCV calcHist
630,temporal_std_hsv_hist_S_bin11,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: SaturationチャンネルのHSVヒストグラム（bin 11）,OpenCV calcHist
631,temporal_std_hsv_hist_S_bin12,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: SaturationチャンネルのHSVヒストグラム（bin 12）,OpenCV calcHist
632,temporal_std_hsv_hist_S_bin13,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: SaturationチャンネルのHSVヒストグラム（bin 13）,OpenCV calcHist
633,temporal_std_hsv_hist_S_bin14,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: SaturationチャンネルのHSVヒストグラム（bin 14）,OpenCV calcHist
634,temporal_std_hsv_hist_S_bin15,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: SaturationチャンネルのHSVヒストグラム（bin 15）,OpenCV calcHist
635,temporal_std_hsv_hist_V_bin0,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: ValueチャンネルのHSVヒストグラム（bin 0）,OpenCV calcHist
636,temporal_std_hsv_hist_V_bin1,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: ValueチャンネルのHSVヒストグラム（bin 1）,OpenCV calcHist
637,temporal_std_hsv_hist_V_bin2,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: ValueチャンネルのHSVヒストグラム（bin 2）,OpenCV calcHist
638,temporal_std_hsv_hist_V_bin3,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: ValueチャンネルのHSVヒストグラム（bin 3）,OpenCV calcHist
639,temporal_std_hsv_hist_V_bin4,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: ValueチャンネルのHSVヒストグラム（bin 4）,OpenCV calcHist
640,temporal_std_hsv_hist_V_bin5,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: ValueチャンネルのHSVヒストグラム（bin 5）,OpenCV calcHist
641,temporal_std_hsv_hist_V_bin6,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: ValueチャンネルのHSVヒストグラム（bin 6）,OpenCV calcHist
642,temporal_std_hsv_hist_V_bin7,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: ValueチャンネルのHSVヒストグラム（bin 7）,OpenCV calcHist
643,temporal_std_hsv_hist_V_bin8,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: ValueチャンネルのHSVヒストグラム（bin 8）,OpenCV calcHist
644,temporal_std_hsv_hist_V_bin9,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: ValueチャンネルのHSVヒストグラム（bin 9）,OpenCV calcHist
645,temporal_std_hsv_hist_V_bin10,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: ValueチャンネルのHSVヒストグラム（bin 10）,OpenCV calcHist
646,temporal_std_hsv_hist_V_bin11,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: ValueチャンネルのHSVヒストグラム（bin 11）,OpenCV calcHist
647,temporal_std_hsv_hist_V_bin12,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: ValueチャンネルのHSVヒストグラム（bin 12）,OpenCV calcHist
648,temporal_std_hsv_hist_V_bin13,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: ValueチャンネルのHSVヒストグラム（bin 13）,OpenCV calcHist
649,temporal_std_hsv_hist_V_bin14,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: ValueチャンネルのHSVヒストグラム（bin 14）,OpenCV calcHist
650,temporal_std_hsv_hist_V_bin15,HSV Histogram,時間変化の標準偏差,時間変化の標準偏差: ValueチャンネルのHSVヒストグラム（bin 15）,OpenCV calcHist
651,temporal_std_hu_moment_1,Hu Moments,時間変化の標準偏差,時間変化の標準偏差: Huモーメント 1: 回転・スケール・反転不変,OpenCV HuMoments
652,temporal_std_hu_moment_2,Hu Moments,時間変化の標準偏差,時間変化の標準偏差: Huモーメント 2: 回転・スケール不変,OpenCV HuMoments
653,temporal_std_hu_moment_3,Hu Moments,時間変化の標準偏差,時間変化の標準偏差: Huモーメント 3: 回転・スケール不変,OpenCV HuMoments
654,temporal_std_hu_moment_4,Hu Moments,時間変化の標準偏差,時間変化の標準偏差: Huモーメント 4: 回転・スケール不変,OpenCV HuMoments
655,temporal_std_hu_moment_5,Hu Moments,時間変化の標準偏差,時間変化の標準偏差: Huモーメント 5: 回転・スケール不変（符号反転あり）,OpenCV HuMoments
656,temporal_std_hu_moment_6,Hu Moments,時間変化の標準偏差,時間変化の標準偏差: Huモーメント 6: 回転・スケール不変（符号反転あり）,OpenCV HuMoments
657,temporal_std_hu_moment_7,Hu Moments,時間変化の標準偏差,時間変化の標準偏差: Huモーメント 7: 反転識別,OpenCV HuMoments
658,temporal_std_glcm_contrast_mean,GLCM (Gray Level Co-occurrence Matrix),時間変化の標準偏差,時間変化の標準偏差: GLCM コントラスト（局所的な輝度変化）のmean,scikit-image graycoprops
659,temporal_std_glcm_contrast_std,GLCM (Gray Level Co-occurrence Matrix),時間変化の標準偏差,時間変化の標準偏差: GLCM コントラスト（局所的な輝度変化）のstd,scikit-image graycoprops
660,temporal_std_glcm_dissimilarity_mean,GLCM (Gray Level Co-occurrence Matrix),時間変化の標準偏差,時間変化の標準偏差: GLCM 非類似度（隣接ピクセルの差）のmean,scikit-image graycoprops
661,temporal_std_glcm_dissimilarity_std,GLCM (Gray Level Co-occurrence Matrix),時間変化の標準偏差,時間変化の標準偏差: GLCM 非類似度（隣接ピクセルの差）のstd,scikit-image graycoprops
662,temporal_std_glcm_homogeneity_mean,GLCM (Gray Level Co-occurrence Matrix),時間変化の標準偏差,時間変化の標準偏差: GLCM 均質性（局所的な均一性）のmean,scikit-image graycoprops
663,temporal_std_glcm_homogeneity_std,GLCM (Gray Level Co-occurrence Matrix),時間変化の標準偏差,時間変化の標準偏差: GLCM 均質性（局所的な均一性）のstd,scikit-image graycoprops
664,temporal_std_glcm_energy_mean,GLCM (Gray Level Co-occurrence Matrix),時間変化の標準偏差,時間変化の標準偏差: GLCM エネルギー（テクスチャの均一性）のmean,scikit-image graycoprops
665,temporal_std_glcm_energy_std,GLCM (Gray Level Co-occurrence Matrix),時間変化の標準偏差,時間変化の標準偏差: GLCM エネルギー（テクスチャの均一性）のstd,scikit-image graycoprops
666,temporal_std_glcm_correlation_mean,GLCM (Gray Level Co-occurrence Matrix),時間変化の標準偏差,時間変化の標準偏差: GLCM 相関（線形依存性）のmean,scikit-image graycoprops
667,temporal_std_glcm_correlation_std,GLCM (Gray Level Co-occurrence Matrix),時間変化の標準偏差,時間変化の標準偏差: GLCM 相関（線形依存性）のstd,scikit-image graycoprops
668,temporal_std_lbp_hist_bin0,LBP (Local Binary Pattern),時間変化の標準偏差,時間変化の標準偏差: LBPヒストグラム（bin 0）- テクスチャパターン,scikit-image local_binary_pattern
669,temporal_std_lbp_hist_bin1,LBP (Local Binary Pattern),時間変化の標準偏差,時間変化の標準偏差: LBPヒストグラム（bin 1）- テクスチャパターン,scikit-image local_binary_pattern
670,temporal_std_lbp_hist_bin2,LBP (Local Binary Pattern),時間変化の標準偏差,時間変化の標準偏差: LBPヒストグラム（bin 2）- テクスチャパターン,scikit-image local_binary_pattern
671,temporal_std_lbp_hist_bin3,LBP (Local Binary Pattern),時間変化の標準偏差,時間変化の標準偏差: LBPヒストグラム（bin 3）- テクスチャパターン,scikit-image local_binary_pattern
672,temporal_std_lbp_hist_bin4,LBP (Local Binary Pattern),時間変化の標準偏差,時間変化の標準偏差: LBPヒストグラム（bin 4）- テクスチャパターン,scikit-image local_binary_pattern
673,temporal_std_lbp_hist_bin5,LBP (Local Binary Pattern),時間変化の標準偏差,時間変化の標準偏差: LBPヒストグラム（bin 5）- テクスチャパターン,scikit-image local_binary_pattern
674,temporal_std_lbp_hist_bin6,LBP (Local Binary Pattern),時間変化の標準偏差,時間変化の標準偏差: LBPヒストグラム（bin 6）- テクスチャパターン,scikit-image local_binary_pattern
675,temporal_std_lbp_hist_bin7,LBP (Local Binary Pattern),時間変化の標準偏差,時間変化の標準偏差: LBPヒストグラム（bin 7）- テクスチャパターン,scikit-image local_binary_pattern
676,temporal_std_lbp_hist_bin8,LBP (Local Binary Pattern),時間変化の標準偏差,時間変化の標準偏差: LBPヒストグラム（bin 8）- テクスチャパターン,scikit-image local_binary_pattern
677,temporal_std_lbp_hist_bin9,LBP (Local Binary Pattern),時間変化の標準偏差,時間変化の標準偏差: LBPヒストグラム（bin 9）- テクスチャパターン,scikit-image local_binary_pattern
678,temporal_std_lbp_hist_bin10,LBP (Local Binary Pattern),時間変化の標準偏差,時間変化の標準偏差: LBPヒストグラム（bin 10）- テクスチャパターン,scikit-image local_binary_pattern
679,temporal_std_lbp_hist_bin11,LBP (Local Binary Pattern),時間変化の標準偏差,時間変化の標準偏差: LBPヒストグラム（bin 11）- テクスチャパターン,scikit-image local_binary_pattern
680,temporal_std_lbp_hist_bin12,LBP (Local Binary Pattern),時間変化の標準偏差,時間変化の標準偏差: LBPヒストグラム（bin 12）- テクスチャパターン,scikit-image local_binary_pattern
681,temporal_std_lbp_hist_bin13,LBP (Local Binary Pattern),時間変化の標準偏差,時間変化の標準偏差: LBPヒストグラム（bin 13）- テクスチャパターン,scikit-image local_binary_pattern
682,temporal_std_lbp_hist_bin14,LBP (Local Binary Pattern),時間変化の標準偏差,時間変化の標準偏差: LBPヒストグラム（bin 14）- テクスチャパターン,scikit-image local_binary_pattern
683,temporal_std_lbp_hist_bin15,LBP (Local Binary Pattern),時間変化の標準偏差,時間変化の標準偏差: LBPヒストグラム（bin 15）- テクスチャパターン,scikit-image local_binary_pattern
684,temporal_std_lbp_hist_bin16,LBP (Local Binary Pattern),時間変化の標準偏差,時間変化の標準偏差: LBPヒストグラム（bin 16）- テクスチャパターン,scikit-image local_binary_pattern
685,temporal_std_lbp_hist_bin17,LBP (Local Binary Pattern),時間変化の標準偏差,時間変化の標準偏差: LBPヒストグラム（bin 17）- テクスチャパターン,scikit-image local_binary_pattern
686,temporal_std_lbp_hist_bin18,LBP (Local Binary Pattern),時間変化の標準偏差,時間変化の標準偏差: LBPヒストグラム（bin 18）- テクスチャパターン,scikit-image local_binary_pattern
687,temporal_std_lbp_hist_bin19,LBP (Local Binary Pattern),時間変化の標準偏差,時間変化の標準偏差: LBPヒストグラム（bin 19）- テクスチャパターン,scikit-image local_binary_pattern
688,temporal_std_lbp_hist_bin20,LBP (Local Binary Pattern),時間変化の標準偏差,時間変化の標準偏差: LBPヒストグラム（bin 20）- テクスチャパターン,scikit-image local_binary_pattern
689,temporal_std_lbp_hist_bin21,LBP (Local Binary Pattern),時間変化の標準偏差,時間変化の標準偏差: LBPヒストグラム（bin 21）- テクスチャパターン,scikit-image local_binary_pattern
690,temporal_std_lbp_hist_bin22,LBP (Local Binary Pattern),時間変化の標準偏差,時間変化の標準偏差: LBPヒストグラム（bin 22）- テクスチャパターン,scikit-image local_binary_pattern
691,temporal_std_lbp_hist_bin23,LBP (Local Binary Pattern),時間変化の標準偏差,時間変化の標準偏差: LBPヒストグラム（bin 23）- テクスチャパターン,scikit-image local_binary_pattern
692,temporal_std_lbp_hist_bin24,LBP (Local Binary Pattern),時間変化の標準偏差,時間変化の標準偏差: LBPヒストグラム（bin 24）- テクスチャパターン,scikit-image local_binary_pattern
693,temporal_std_lbp_hist_bin25,LBP (Local Binary Pattern),時間変化の標準偏差,時間変化の標準偏差: LBPヒストグラム（bin 25）- テクスチャパターン,scikit-image local_binary_pattern
694,temporal_std_hog_mean,HOG (Histogram of Oriented Gradients),時間変化の標準偏差,時間変化の標準偏差: HOG特徴量の平均,scikit-image hog
695,temporal_std_hog_std,HOG (Histogram of Oriented Gradients),時間変化の標準偏差,時間変化の標準偏差: HOG特徴量の標準偏差,scikit-image hog
696,temporal_std_hog_max,HOG (Histogram of Oriented Gradients),時間変化の標準偏差,時間変化の標準偏差: HOG特徴量の最大値,scikit-image hog
697,temporal_std_hog_min,HOG (Histogram of Oriented Gradients),時間変化の標準偏差,時間変化の標準偏差: HOG特徴量の最小値,scikit-image hog
698,temporal_std_hog_p25,HOG (Histogram of Oriented Gradients),時間変化の標準偏差,時間変化の標準偏差: HOG特徴量の25パーセンタイル,scikit-image hog
699,temporal_std_hog_p75,HOG (Histogram of Oriented Gradients),時間変化の標準偏差,時間変化の標準偏差: HOG特徴量の75パーセンタイル,scikit-image hog
700,temporal_std_edge_density,Edge Features,時間変化の標準偏差,時間変化の標準偏差: Cannyエッジ検出による密度,OpenCV Canny/Sobel
701,temporal_std_gradient_magnitude_mean,Edge Features,時間変化の標準偏差,時間変化の標準偏差: Sobel勾配強度の平均,OpenCV Canny/Sobel
702,temporal_std_gradient_magnitude_std,Edge Features,時間変化の標準偏差,時間変化の標準偏差: Sobel勾配強度の標準偏差,OpenCV Canny/Sobel
703,temporal_std_gradient_magnitude_max,Edge Features,時間変化の標準偏差,時間変化の標準偏差: Sobel勾配強度の最大値,OpenCV Canny/Sobel
704,temporal_std_stat_R_mean,Statistical Features,時間変化の標準偏差,時間変化の標準偏差: Rチャンネルの平均値,NumPy/SciPy stats
705,temporal_std_stat_R_std,Statistical Features,時間変化の標準偏差,時間変化の標準偏差: Rチャンネルの標準偏差,NumPy/SciPy stats
706,temporal_std_stat_R_skew,Statistical Features,時間変化の標準偏差,時間変化の標準偏差: Rチャンネルの歪度（分布の非対称性）,NumPy/SciPy stats
707,temporal_std_stat_R_kurtosis,Statistical Features,時間変化の標準偏差,時間変化の標準偏差: Rチャンネルの尖度（分布の尖り）,NumPy/SciPy stats
708,temporal_std_stat_R_p10,Statistical Features,時間変化の標準偏差,時間変化の標準偏差: Rチャンネルの10パーセンタイル,NumPy/SciPy stats
709,temporal_std_stat_R_p90,Statistical Features,時間変化の標準偏差,時間変化の標準偏差: Rチャンネルの90パーセンタイル,NumPy/SciPy stats
710,temporal_std_stat_G_mean,Statistical Features,時間変化の標準偏差,時間変化の標準偏差: Gチャンネルの平均値,NumPy/SciPy stats
711,temporal_std_stat_G_std,Statistical Features,時間変化の標準偏差,時間変化の標準偏差: Gチャンネルの標準偏差,NumPy/SciPy stats
712,temporal_std_stat_G_skew,Statistical Features,時間変化の標準偏差,時間変化の標準偏差: Gチャンネルの歪度（分布の非対称性）,NumPy/SciPy stats
713,temporal_std_stat_G_kurtosis,Statistical Features,時間変化の標準偏差,時間変化の標準偏差: Gチャンネルの尖度（分布の尖り）,NumPy/SciPy stats
714,temporal_std_stat_G_p10,Statistical Features,時間変化の標準偏差,時間変化の標準偏差: Gチャンネルの10パーセンタイル,NumPy/SciPy stats
